dataset,GID_1,NAME_1,GID_2,NAME_2,POPESTIMATE2015,1km_population,pop_error,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_lived_cells,5km_lived_density,5km_gini_index,5km_arithmetic_pwd,5km_geometric_pwd,10km_lived_cells,10km_lived_density,10km_gini_index,10km_arithmetic_pwd,10km_geometric_pwd,5km_pop_error,10km_pop_error,5km_area_error,10km_area_error
gpw,USA.34_1,North Carolina,USA.34.8_1,Bertie,20162.0,21873.0,8.0,1819.0,76.0,16.0,0.6700034349896143,12.0,109.0,35.0,92.0,12.0,0.6112652937340598,31.0,20.0,100.0,12.0,0.5235652846024755,21.0,17.0,0.12,1.45,0.38,3.57
worldpop,USA.34_1,North Carolina,USA.34.8_1,Bertie,20162.0,21840.0,8.0,1819.0,66.0,18.0,0.7477565219179207,12.0,134.0,45.0,94.0,12.0,0.6273216445415721,31.0,21.0,100.0,12.0,0.5279428729266991,21.0,17.0,0.11,1.85,0.38,3.85
landscan,USA.34_1,North Carolina,USA.34.8_1,Bertie,20162.0,20437.0,1.0,1818.0,48.0,23.0,0.8804874971950685,11.0,312.0,102.0,90.0,12.0,0.6909335220592783,41.0,26.0,100.0,11.0,0.594212058870881,27.0,19.0,0.05,2.11,1.6,3.69
ghs,USA.34_1,North Carolina,USA.34.9_1,Bladen,34083.0,36473.0,7.0,2269.0,49.0,32.0,0.8265343616612925,16.0,134.0,73.0,94.0,17.0,0.6114898504432924,49.0,30.0,95.0,16.0,0.5359693388854382,32.0,24.0,0.21,0.12,0.04,0.84
gpw,USA.34_1,North Carolina,USA.34.9_1,Bladen,34083.0,36235.0,6.0,2269.0,80.0,20.0,0.6703806833040605,16.0,97.0,41.0,97.0,16.0,0.5782092488926286,45.0,28.0,98.0,16.0,0.5278262773279457,31.0,23.0,0.2,0.17,0.04,0.84
worldpop,USA.34_1,North Carolina,USA.34.9_1,Bladen,34083.0,36119.0,6.0,2262.0,70.0,22.0,0.7205078894677956,16.0,108.0,48.0,98.0,16.0,0.5895663653376287,47.0,28.0,100.0,16.0,0.5357709666929976,33.0,25.0,2.98,6.07,1.95,8.62
landscan,USA.34_1,North Carolina,USA.34.9_1,Bladen,34083.0,35755.0,5.0,2269.0,46.0,34.0,0.873962717448107,16.0,359.0,117.0,96.0,16.0,0.6729310443346747,66.0,36.0,100.0,16.0,0.5993825271345442,38.0,27.0,0.14,0.33,1.85,0.97
ghs,USA.34_1,North Carolina,USA.34.10_1,Brunswick,122211.0,126659.0,4.0,2221.0,51.0,111.0,0.8087992152006768,57.0,321.0,223.0,81.0,66.0,0.6695164749526181,162.0,121.0,97.0,61.0,0.5274171015344608,135.0,100.0,0.04,0.26,0.14,3.6
gpw,USA.34_1,North Carolina,USA.34.10_1,Brunswick,122211.0,126532.0,4.0,2221.0,70.0,81.0,0.7614537251945129,57.0,284.0,181.0,88.0,63.0,0.662343811141163,160.0,118.0,100.0,59.0,0.5284417025590433,135.0,101.0,0.03,0.23,0.14,3.6
worldpop,USA.34_1,North Carolina,USA.34.10_1,Brunswick,122211.0,126422.0,3.0,2231.0,67.0,84.0,0.7795898495084809,57.0,300.0,194.0,87.0,63.0,0.6673241990744506,162.0,120.0,100.0,59.0,0.5327428433764544,135.0,101.0,0.03,0.24,0.22,3.85
landscan,USA.34_1,North Carolina,USA.34.10_1,Brunswick,122211.0,108133.0,12.0,2211.0,51.0,96.0,0.8388120400112463,49.0,406.0,234.0,89.0,53.0,0.6666928602263229,140.0,104.0,97.0,52.0,0.5410247560656584,113.0,85.0,0.01,0.86,1.85,2.94
ghs,USA.34_1,North Carolina,USA.34.11_1,Buncombe,251954.0,254138.0,1.0,1700.0,71.0,212.0,0.7571350480704366,149.0,629.0,457.0,94.0,156.0,0.6722001325685529,403.0,293.0,100.0,150.0,0.6192891763144192,314.0,244.0,1.03,11.73,1.71,12.18
gpw,USA.34_1,North Carolina,USA.34.11_1,Buncombe,251954.0,253709.0,1.0,1700.0,97.0,154.0,0.6621690840202078,149.0,540.0,338.0,98.0,150.0,0.645691707341226,385.0,272.0,100.0,149.0,0.6105919350198925,307.0,236.0,1.28,12.06,1.71,12.18
worldpop,USA.34_1,North Carolina,USA.34.11_1,Buncombe,251954.0,253306.0,1.0,1698.0,95.0,158.0,0.680759497008889,149.0,561.0,355.0,97.0,150.0,0.6530929656600502,390.0,276.0,100.0,149.0,0.6148588319314109,310.0,238.0,1.21,11.98,1.65,11.96
landscan,USA.34_1,North Carolina,USA.34.11_1,Buncombe,251954.0,254509.0,1.0,1700.0,74.0,203.0,0.7947843505102761,150.0,1103.0,575.0,97.0,157.0,0.7127899898927145,542.0,349.0,100.0,149.0,0.6727277124156319,379.0,275.0,1.55,12.38,3.29,12.12
ghs,USA.34_1,North Carolina,USA.34.12_1,Burke,89341.0,90941.0,2.0,1335.0,65.0,105.0,0.7620179660385835,68.0,303.0,214.0,91.0,70.0,0.664129500560299,162.0,129.0,96.0,68.0,0.6216955441632542,129.0,110.0,0.88,0.88,1.35,1.35
gpw,USA.34_1,North Carolina,USA.34.12_1,Burke,89341.0,90838.0,2.0,1335.0,87.0,78.0,0.675253200967145,68.0,245.0,159.0,96.0,68.0,0.6490128593198944,156.0,124.0,96.0,68.0,0.6112291489360084,126.0,107.0,0.89,0.89,1.35,1.35
worldpop,USA.34_1,North Carolina,USA.34.12_1,Burke,89341.0,90854.0,2.0,1340.0,84.0,81.0,0.6928966336646835,68.0,260.0,167.0,95.0,68.0,0.6575835982518516,158.0,125.0,100.0,68.0,0.5987820451069096,126.0,107.0,1.06,1.06,1.34,1.34
landscan,USA.34_1,North Carolina,USA.34.12_1,Burke,89341.0,90275.0,1.0,1335.0,65.0,104.0,0.8032454233712079,68.0,476.0,269.0,98.0,70.0,0.7006534410668565,205.0,150.0,100.0,68.0,0.6539469096497308,151.0,121.0,1.04,1.04,2.7,1.8
ghs,USA.34_1,North Carolina,USA.34.13_1,Cabarrus,196396.0,207962.0,6.0,954.0,89.0,244.0,0.7064010809241766,218.0,808.0,554.0,95.0,220.0,0.6111408486950543,493.0,371.0,100.0,229.0,0.5314183450048748,382.0,324.0,0.18,2.01,0.94,6.71
gpw,USA.34_1,North Carolina,USA.34.13_1,Cabarrus,196396.0,208049.0,6.0,954.0,100.0,218.0,0.6612692389786105,218.0,751.0,490.0,95.0,220.0,0.605709935571442,488.0,366.0,100.0,229.0,0.5316424769265066,382.0,324.0,0.17,2.01,0.94,6.71
worldpop,USA.34_1,North Carolina,USA.34.13_1,Cabarrus,196396.0,206055.0,5.0,951.0,100.0,217.0,0.6739376606988926,217.0,778.0,506.0,97.0,218.0,0.6011171507205259,482.0,364.0,100.0,227.0,0.5335538661051195,381.0,322.0,0.17,2.01,0.84,6.52
landscan,USA.34_1,North Carolina,USA.34.13_1,Cabarrus,196396.0,185111.0,6.0,954.0,93.0,209.0,0.7263287865121655,194.0,869.0,539.0,100.0,200.0,0.6240800235878489,488.0,366.0,100.0,203.0,0.5649386380490681,367.0,311.0,0.19,1.95,2.94,6.5
ghs,USA.34_1,North Carolina,USA.34.14_1,Caldwell,81518.0,84976.0,4.0,1217.0,69.0,100.0,0.7808602053340055,70.0,331.0,236.0,94.0,71.0,0.6980697029113855,202.0,152.0,100.0,71.0,0.6880463242494028,188.0,149.0,3.84,10.4,3.45,12.16
gpw,USA.34_1,North Carolina,USA.34.14_1,Caldwell,81518.0,84957.0,4.0,1217.0,93.0,75.0,0.703757438578074,70.0,276.0,177.0,96.0,69.0,0.6861037915832268,195.0,146.0,100.0,71.0,0.6798016753394954,183.0,144.0,4.09,10.81,3.45,12.16
worldpop,USA.34_1,North Carolina,USA.34.14_1,Caldwell,81518.0,84524.0,4.0,1210.0,90.0,77.0,0.7221598735761393,70.0,296.0,189.0,95.0,70.0,0.6898512480731902,198.0,147.0,100.0,71.0,0.6847197268446901,185.0,145.0,4.0,10.83,3.47,12.23
landscan,USA.34_1,North Carolina,USA.34.14_1,Caldwell,81518.0,81309.0,0.0,1217.0,61.0,109.0,0.8084992446440332,67.0,491.0,273.0,95.0,68.0,0.7237080561692587,239.0,164.0,100.0,68.0,0.708323583516362,193.0,150.0,4.99,10.37,5.09,12.57
ghs,USA.34_1,North Carolina,USA.34.15_1,Camden,10282.0,11180.0,9.0,619.0,33.0,55.0,0.8751116806831437,18.0,152.0,108.0,57.0,25.0,0.7294699813065275,47.0,37.0,81.0,20.0,0.6077284091718744,36.0,30.0,0.15,1.82,0.48,5.17
gpw,USA.34_1,North Carolina,USA.34.15_1,Camden,10282.0,11586.0,13.0,619.0,84.0,22.0,0.6736809633335717,19.0,76.0,45.0,86.0,19.0,0.6773483895684077,42.0,32.0,94.0,19.0,0.6091988637294952,36.0,29.0,0.19,1.66,0.48,5.17
worldpop,USA.34_1,North Carolina,USA.34.15_1,Camden,10282.0,11459.0,11.0,619.0,62.0,30.0,0.7415879372761308,19.0,98.0,56.0,85.0,19.0,0.7082348046747226,45.0,35.0,100.0,19.0,0.5907246395403933,38.0,31.0,0.07,1.54,0.32,5.33
landscan,USA.34_1,North Carolina,USA.34.15_1,Camden,10282.0,8863.0,14.0,617.0,44.0,33.0,0.8591554660016505,14.0,237.0,91.0,70.0,18.0,0.7367839148660407,48.0,33.0,93.0,16.0,0.651674641036966,33.0,26.0,0.26,0.96,0.81,5.02
ghs,USA.34_1,North Carolina,USA.34.16_1,Carteret,68712.0,62961.0,8.0,1371.0,33.0,138.0,0.8655035303069972,46.0,363.0,257.0,52.0,73.0,0.8167479322355765,195.0,140.0,64.0,54.0,0.7562852417000637,149.0,110.0,0.0,0.0,0.15,0.44
gpw,USA.34_1,North Carolina,USA.34.16_1,Carteret,68712.0,63126.0,8.0,1371.0,56.0,81.0,0.8339151013034314,46.0,337.0,210.0,63.0,61.0,0.8088549179609555,195.0,135.0,74.0,51.0,0.7507305907213329,149.0,108.0,0.01,0.01,0.15,0.44
worldpop,USA.34_1,North Carolina,USA.34.16_1,Carteret,68712.0,63349.0,8.0,1379.0,45.0,101.0,0.8538883772636062,46.0,358.0,235.0,64.0,60.0,0.8100332308760311,186.0,136.0,74.0,49.0,0.7511047797904831,143.0,107.0,0.0,4.43,0.29,2.18
landscan,USA.34_1,North Carolina,USA.34.16_1,Carteret,68712.0,59956.0,13.0,1329.0,38.0,118.0,0.8915572060883096,45.0,501.0,315.0,64.0,56.0,0.826228439712817,233.0,155.0,71.0,51.0,0.7764631318529265,178.0,121.0,0.0,0.0,4.74,2.63
ghs,USA.34_1,North Carolina,USA.34.17_1,Caswell,22813.0,23031.0,1.0,1079.0,61.0,35.0,0.7969047560111476,21.0,161.0,84.0,100.0,21.0,0.3930816265741154,35.0,28.0,100.0,21.0,0.2505203028205429,26.0,24.0,0.0,23.68,0.0,24.0
gpw,USA.34_1,North Carolina,USA.34.17_1,Caswell,22813.0,22912.0,0.0,1079.0,99.0,21.0,0.4419977569138023,21.0,67.0,32.0,100.0,21.0,0.3297577609989445,31.0,26.0,100.0,22.0,0.2393150062582268,26.0,24.0,0.0,21.93,0.0,24.0
worldpop,USA.34_1,North Carolina,USA.34.17_1,Caswell,22813.0,22914.0,0.0,1077.0,98.0,22.0,0.4861282180795454,21.0,69.0,34.0,100.0,21.0,0.3399738178745116,32.0,26.0,100.0,22.0,0.2416605636759891,27.0,24.0,0.0,21.93,0.0,23.96
landscan,USA.34_1,North Carolina,USA.34.17_1,Caswell,22813.0,20160.0,12.0,1079.0,58.0,32.0,0.8105282200008368,19.0,235.0,90.0,100.0,19.0,0.4730489416511139,46.0,29.0,100.0,20.0,0.3522494276646143,32.0,25.0,0.0,16.94,1.3,23.82
ghs,USA.34_1,North Carolina,USA.34.18_1,Catawba,155527.0,159189.0,2.0,1058.0,90.0,168.0,0.6278472404761644,150.0,435.0,305.0,98.0,155.0,0.506936694223647,299.0,222.0,100.0,155.0,0.4951704511983246,264.0,207.0,5.38,5.38,8.13,8.13
gpw,USA.34_1,North Carolina,USA.34.18_1,Catawba,155527.0,158901.0,2.0,1058.0,99.0,151.0,0.5557645389312478,150.0,406.0,263.0,100.0,154.0,0.5053010995714466,297.0,221.0,100.0,154.0,0.4940962819947709,263.0,206.0,5.61,5.61,8.13,8.13
worldpop,USA.34_1,North Carolina,USA.34.18_1,Catawba,155527.0,158736.0,2.0,1057.0,100.0,151.0,0.5714034866959994,150.0,420.0,271.0,100.0,154.0,0.4973427705518956,299.0,221.0,100.0,154.0,0.467166824953539,264.0,206.0,5.59,5.59,7.95,7.95
landscan,USA.34_1,North Carolina,USA.34.18_1,Catawba,155527.0,166805.0,7.0,1058.0,94.0,167.0,0.6823538546131566,158.0,625.0,382.0,100.0,167.0,0.573326003231061,379.0,270.0,100.0,164.0,0.5372930646569226,301.0,236.0,4.19,4.19,9.45,8.03
ghs,USA.34_1,North Carolina,USA.34.19_1,Chatham,68263.0,70333.0,3.0,1816.0,68.0,57.0,0.7970715235372289,39.0,325.0,159.0,98.0,39.0,0.585093649222899,129.0,72.0,100.0,39.0,0.4676468566567383,70.0,54.0,3.82,6.84,3.85,7.38
gpw,USA.34_1,North Carolina,USA.34.19_1,Chatham,68263.0,70338.0,3.0,1816.0,97.0,40.0,0.6061996419639293,39.0,251.0,94.0,98.0,39.0,0.552455537698958,124.0,68.0,100.0,39.0,0.4575078351208242,71.0,54.0,3.6,6.23,3.85,7.38
worldpop,USA.34_1,North Carolina,USA.34.19_1,Chatham,68263.0,70145.0,3.0,1814.0,96.0,40.0,0.638253769020021,39.0,278.0,102.0,100.0,39.0,0.5596040696144773,128.0,70.0,100.0,39.0,0.4627785648680865,71.0,54.0,3.24,6.25,3.64,7.39
landscan,USA.34_1,North Carolina,USA.34.19_1,Chatham,68263.0,60856.0,11.0,1816.0,73.0,46.0,0.8105551099414628,34.0,418.0,168.0,100.0,34.0,0.6289748483397245,146.0,75.0,100.0,34.0,0.5194601196368092,71.0,52.0,3.03,6.11,5.45,7.27
ghs,USA.34_1,North Carolina,USA.34.20_1,Cherokee,27102.0,28595.0,6.0,1192.0,67.0,36.0,0.7926022317414807,24.0,164.0,91.0,85.0,25.0,0.6502712597511322,56.0,42.0,95.0,22.0,0.6079118777313134,42.0,34.0,3.26,23.89,2.18,16.19
gpw,USA.34_1,North Carolina,USA.34.20_1,Cherokee,27102.0,28559.0,5.0,1192.0,92.0,26.0,0.6176022677985795,24.0,99.0,51.0,93.0,24.0,0.6036673364896773,52.0,38.0,100.0,22.0,0.5717966260173819,40.0,32.0,3.04,23.59,2.18,16.19
worldpop,USA.34_1,North Carolina,USA.34.20_1,Cherokee,27102.0,28514.0,5.0,1194.0,87.0,27.0,0.6434605393566006,24.0,107.0,54.0,93.0,24.0,0.6105465003762156,52.0,38.0,100.0,22.0,0.5774689271108002,40.0,32.0,3.09,23.8,2.26,16.33
landscan,USA.34_1,North Carolina,USA.34.20_1,Cherokee,27102.0,27394.0,1.0,1192.0,62.0,37.0,0.8164821604068773,23.0,269.0,111.0,89.0,24.0,0.6865589535047802,68.0,46.0,100.0,21.0,0.6628654697446617,52.0,38.0,2.24,21.72,2.43,16.28
ghs,USA.34_1,North Carolina,USA.34.21_1,Chowan,14248.0,14196.0,0.0,446.0,57.0,56.0,0.8251645423524678,32.0,296.0,149.0,95.0,32.0,0.6479439554419936,112.0,63.0,100.0,32.0,0.5276671141585846,64.0,48.0,3.27,3.61,1.57,4.93
gpw,USA.34_1,North Carolina,USA.34.21_1,Chowan,14248.0,14420.0,1.0,446.0,97.0,33.0,0.644310180891483,32.0,253.0,92.0,100.0,32.0,0.6140277874406287,101.0,58.0,100.0,33.0,0.5082913785912264,62.0,47.0,3.16,3.79,1.57,4.93
worldpop,USA.34_1,North Carolina,USA.34.21_1,Chowan,14248.0,14523.0,2.0,448.0,88.0,37.0,0.7144336356025972,32.0,276.0,107.0,97.0,32.0,0.6282320351138428,108.0,61.0,90.0,33.0,0.5642516938557085,65.0,48.0,2.97,3.64,1.79,4.91
landscan,USA.34_1,North Carolina,USA.34.21_1,Chowan,14248.0,13846.0,3.0,445.0,67.0,47.0,0.843307658088238,31.0,431.0,183.0,97.0,31.0,0.6868183444839576,137.0,71.0,100.0,32.0,0.5988067495921932,74.0,54.0,2.48,2.89,2.25,4.94
ghs,USA.34_1,North Carolina,USA.34.22_1,Clay,10623.0,10843.0,2.0,557.0,52.0,37.0,0.7888791365105667,19.0,107.0,70.0,88.0,21.0,0.6578545839952633,44.0,36.0,91.0,19.0,0.6196794505751361,36.0,31.0,0.01,0.01,0.18,0.18
gpw,USA.34_1,North Carolina,USA.34.22_1,Clay,10623.0,11055.0,4.0,557.0,89.0,22.0,0.6162733560731992,20.0,58.0,39.0,95.0,20.0,0.609383832374416,40.0,32.0,91.0,20.0,0.5860295219334175,34.0,29.0,0.01,0.01,0.18,0.18
worldpop,USA.34_1,North Carolina,USA.34.22_1,Clay,10623.0,11083.0,4.0,561.0,82.0,24.0,0.6445715595900012,20.0,62.0,42.0,95.0,20.0,0.6159303922421696,41.0,33.0,100.0,20.0,0.5495107912256297,35.0,29.0,0.01,0.01,0.18,0.18
landscan,USA.34_1,North Carolina,USA.34.22_1,Clay,10623.0,9444.0,11.0,557.0,57.0,30.0,0.8132967787071371,17.0,226.0,83.0,92.0,18.0,0.6806326486928951,60.0,37.0,100.0,17.0,0.6190385429247101,37.0,29.0,0.0,0.0,2.15,0.36
ghs,USA.34_1,North Carolina,USA.34.23_1,Cleveland,96850.0,98927.0,2.0,1215.0,88.0,92.0,0.6599473873447108,81.0,299.0,185.0,98.0,83.0,0.5308235149506724,171.0,120.0,100.0,79.0,0.507599952483308,125.0,101.0,2.02,4.78,1.73,1.56
gpw,USA.34_1,North Carolina,USA.34.23_1,Cleveland,96850.0,98744.0,2.0,1215.0,100.0,81.0,0.5636137399766261,81.0,268.0,151.0,100.0,81.0,0.5287142148082556,170.0,119.0,100.0,79.0,0.5108174021405856,125.0,101.0,1.97,4.75,1.73,1.56
worldpop,USA.34_1,North Carolina,USA.34.23_1,Cleveland,96850.0,98581.0,2.0,1217.0,100.0,81.0,0.5859620766294105,81.0,280.0,157.0,99.0,81.0,0.538705610097779,171.0,120.0,100.0,78.0,0.5532352209720711,134.0,105.0,2.04,29.11,1.73,26.29
landscan,USA.34_1,North Carolina,USA.34.23_1,Cleveland,96850.0,97170.0,0.0,1215.0,94.0,85.0,0.7133312950868186,80.0,472.0,232.0,100.0,82.0,0.5956077565007865,212.0,138.0,100.0,77.0,0.5574326032700324,142.0,108.0,2.0,5.33,0.33,1.48
ghs,USA.34_1,North Carolina,USA.34.24_1,Columbus,56675.0,58529.0,3.0,2463.0,56.0,42.0,0.8034890968125833,24.0,217.0,99.0,88.0,26.0,0.5962169914429738,73.0,42.0,93.0,24.0,0.5119797242696861,40.0,32.0,0.21,2.58,0.12,2.07
gpw,USA.34_1,North Carolina,USA.34.24_1,Columbus,56675.0,58707.0,4.0,2463.0,80.0,30.0,0.6378980918342169,24.0,141.0,58.0,93.0,25.0,0.5696480354358641,68.0,40.0,98.0,24.0,0.5022595625231174,40.0,32.0,0.21,2.6,0.12,2.07
worldpop,USA.34_1,North Carolina,USA.34.24_1,Columbus,56675.0,58479.0,3.0,2436.0,78.0,31.0,0.6765024115847126,24.0,154.0,64.0,92.0,25.0,0.5764202926466173,69.0,41.0,98.0,24.0,0.4940030624438027,40.0,32.0,0.24,2.74,0.82,1.15
landscan,USA.34_1,North Carolina,USA.34.24_1,Columbus,56675.0,55850.0,1.0,2463.0,56.0,41.0,0.8439615720205691,23.0,383.0,140.0,90.0,24.0,0.6534671010317917,107.0,50.0,98.0,22.0,0.5588760125846557,49.0,34.0,0.17,4.05,1.26,1.83
ghs,USA.34_1,North Carolina,USA.34.25_1,Craven,102853.0,106043.0,3.0,1827.0,44.0,131.0,0.8771039978234781,58.0,575.0,358.0,78.0,69.0,0.7815857202071704,308.0,187.0,90.0,64.0,0.7279929171012932,218.0,142.0,0.01,0.01,0.05,0.05
gpw,USA.34_1,North Carolina,USA.34.25_1,Craven,102853.0,106081.0,3.0,1827.0,74.0,79.0,0.8270636849132073,58.0,554.0,286.0,85.0,64.0,0.7737053402446308,308.0,182.0,95.0,60.0,0.7246688122101926,218.0,141.0,0.01,0.01,0.05,0.05
worldpop,USA.34_1,North Carolina,USA.34.25_1,Craven,102853.0,105787.0,3.0,1815.0,68.0,85.0,0.8461938304036924,58.0,581.0,314.0,83.0,65.0,0.7780212571744095,314.0,186.0,90.0,64.0,0.7221311831385938,214.0,140.0,0.01,0.01,0.28,0.28
landscan,USA.34_1,North Carolina,USA.34.25_1,Craven,102853.0,104010.0,1.0,1825.0,49.0,118.0,0.894660042537654,57.0,758.0,428.0,82.0,66.0,0.812060961350045,381.0,221.0,90.0,61.0,0.7697455775199619,268.0,163.0,0.01,0.01,0.55,0.16
ghs,USA.34_1,North Carolina,USA.34.26_1,Cumberland,331203.0,324285.0,2.0,1679.0,70.0,276.0,0.7851941615822501,193.0,911.0,665.0,95.0,200.0,0.7142799330963749,616.0,452.0,97.0,196.0,0.6994302600341066,557.0,413.0,0.01,0.01,0.24,0.24
gpw,USA.34_1,North Carolina,USA.34.26_1,Cumberland,331203.0,324323.0,2.0,1679.0,90.0,214.0,0.7596545411041641,193.0,882.0,602.0,95.0,200.0,0.7127983714739129,616.0,449.0,97.0,196.0,0.6991665655961214,557.0,413.0,0.01,0.01,0.24,0.24
worldpop,USA.34_1,North Carolina,USA.34.26_1,Cumberland,331203.0,323767.0,2.0,1686.0,86.0,222.0,0.7714312924374223,192.0,909.0,627.0,94.0,198.0,0.7161263031714032,611.0,448.0,97.0,194.0,0.7018534584353406,549.0,409.0,0.1,0.1,0.53,0.53
landscan,USA.34_1,North Carolina,USA.34.26_1,Cumberland,331203.0,329022.0,1.0,1679.0,78.0,252.0,0.798647861048225,196.0,1036.0,724.0,100.0,195.0,0.7320846122228116,654.0,478.0,100.0,196.0,0.7222058587564547,602.0,441.0,0.01,0.01,0.54,0.24
ghs,USA.34_1,North Carolina,USA.34.27_1,Currituck,25106.0,25285.0,1.0,696.0,45.0,82.0,0.8254674995073553,36.0,238.0,158.0,75.0,41.0,0.6991099025914174,91.0,68.0,89.0,37.0,0.547507025306608,57.0,49.0,2.0,7.55,0.43,5.46
gpw,USA.34_1,North Carolina,USA.34.27_1,Currituck,25106.0,25204.0,0.0,696.0,91.0,40.0,0.6237469271347514,36.0,140.0,77.0,90.0,36.0,0.6242693440326608,74.0,54.0,100.0,36.0,0.5141236692180873,53.0,45.0,1.76,7.24,0.43,5.46
worldpop,USA.34_1,North Carolina,USA.34.27_1,Currituck,25106.0,25214.0,0.0,683.0,82.0,45.0,0.7195288645130276,37.0,196.0,105.0,92.0,36.0,0.6660131058832675,84.0,61.0,100.0,36.0,0.5391077408987963,58.0,48.0,1.79,7.59,0.29,5.56
landscan,USA.34_1,North Carolina,USA.34.27_1,Currituck,25106.0,21179.0,16.0,671.0,55.0,57.0,0.8414992127904477,32.0,326.0,163.0,88.0,31.0,0.6710767710221548,75.0,56.0,95.0,30.0,0.5444353884901032,47.0,40.0,2.65,7.92,3.28,1.49
ghs,USA.34_1,North Carolina,USA.34.28_1,Dare,35468.0,31874.0,10.0,991.0,18.0,176.0,0.9274014895774024,32.0,469.0,336.0,40.0,95.0,0.8714369173079237,272.0,209.0,63.0,54.0,0.818269651901896,245.0,188.0,0.0,3.55,0.1,3.63
gpw,USA.34_1,North Carolina,USA.34.28_1,Dare,35468.0,31967.0,10.0,991.0,22.0,148.0,0.9158178094607776,32.0,420.0,291.0,45.0,82.0,0.8709160142415018,267.0,207.0,69.0,53.0,0.8187078874835095,246.0,188.0,0.0,3.46,0.1,3.63
worldpop,USA.34_1,North Carolina,USA.34.28_1,Dare,35468.0,32154.0,9.0,988.0,20.0,162.0,0.9236148892464318,33.0,463.0,321.0,47.0,81.0,0.8711567636801297,273.0,209.0,66.0,53.0,0.8322410470924558,248.0,191.0,0.0,3.48,0.1,3.74
landscan,USA.34_1,North Carolina,USA.34.28_1,Dare,35468.0,32927.0,7.0,962.0,20.0,168.0,0.9320049487268685,34.0,530.0,377.0,55.0,78.0,0.8541352106913185,276.0,217.0,79.0,41.0,0.7951371718072119,247.0,191.0,0.0,4.53,0.31,0.83
ghs,USA.34_1,North Carolina,USA.34.29_1,Davidson,163486.0,168040.0,3.0,1469.0,86.0,133.0,0.6551618293948269,114.0,390.0,254.0,98.0,111.0,0.5209001493112084,237.0,165.0,100.0,111.0,0.5002622617536091,179.0,146.0,7.85,7.85,4.9,4.9
gpw,USA.34_1,North Carolina,USA.34.29_1,Davidson,163486.0,168398.0,3.0,1469.0,99.0,116.0,0.5581971028405313,115.0,350.0,208.0,99.0,111.0,0.5063052607225362,234.0,162.0,100.0,111.0,0.4928543558059298,178.0,145.0,7.91,7.91,4.9,4.9
worldpop,USA.34_1,North Carolina,USA.34.29_1,Davidson,163486.0,166389.0,2.0,1465.0,99.0,115.0,0.5801452348653156,114.0,363.0,215.0,98.0,110.0,0.5133525116317852,234.0,162.0,100.0,110.0,0.4764292954067294,177.0,144.0,8.01,8.01,5.12,5.12
landscan,USA.34_1,North Carolina,USA.34.29_1,Davidson,163486.0,152461.0,7.0,1469.0,88.0,118.0,0.7224588145518434,104.0,518.0,295.0,99.0,103.0,0.5699025260367209,256.0,168.0,100.0,101.0,0.5354740990959754,180.0,140.0,7.74,7.74,6.6,5.11
ghs,USA.34_1,North Carolina,USA.34.30_1,Davie,41648.0,44091.0,6.0,683.0,79.0,82.0,0.7104673271792178,65.0,267.0,170.0,96.0,65.0,0.539605349918277,134.0,92.0,100.0,65.0,0.3119765625152124,102.0,80.0,0.0,2.1,0.0,3.37
gpw,USA.34_1,North Carolina,USA.34.30_1,Davie,41648.0,44132.0,6.0,683.0,99.0,65.0,0.5135226900872046,65.0,190.0,109.0,96.0,65.0,0.5047226563645754,120.0,87.0,100.0,65.0,0.2956616955217946,99.0,78.0,0.01,2.11,0.0,3.37
worldpop,USA.34_1,North Carolina,USA.34.30_1,Davie,41648.0,43730.0,5.0,676.0,100.0,65.0,0.5457079609337365,65.0,213.0,117.0,96.0,64.0,0.5011867064280786,129.0,89.0,100.0,65.0,0.3095711690455938,106.0,80.0,0.44,1.64,0.74,2.51
landscan,USA.34_1,North Carolina,USA.34.30_1,Davie,41648.0,37597.0,10.0,683.0,87.0,63.0,0.7118465585461012,55.0,336.0,160.0,98.0,56.0,0.5643676519264702,125.0,86.0,100.0,56.0,0.3722541498247886,90.0,71.0,0.0,1.88,1.17,3.51
ghs,USA.34_1,North Carolina,USA.34.31_1,Duplin,58883.0,62868.0,7.0,2117.0,68.0,44.0,0.7400714713105466,30.0,172.0,91.0,100.0,29.0,0.4731133028958535,59.0,42.0,100.0,29.0,0.3216629886235233,37.0,33.0,3.68,17.13,2.83,15.73
gpw,USA.34_1,North Carolina,USA.34.31_1,Duplin,58883.0,62954.0,7.0,2117.0,97.0,31.0,0.5766921281805463,30.0,147.0,62.0,100.0,30.0,0.446672702266773,56.0,40.0,100.0,29.0,0.3092322180717712,36.0,32.0,3.54,17.46,2.83,15.73
worldpop,USA.34_1,North Carolina,USA.34.31_1,Duplin,58883.0,62751.0,7.0,2117.0,93.0,32.0,0.6198938892204523,30.0,158.0,68.0,100.0,30.0,0.4554242874949765,59.0,41.0,100.0,29.0,0.3175583447458636,36.0,33.0,3.47,17.46,3.16,16.01
landscan,USA.34_1,North Carolina,USA.34.31_1,Duplin,58883.0,56739.0,4.0,2117.0,63.0,42.0,0.8248211562429891,27.0,369.0,144.0,100.0,26.0,0.5802645587197962,75.0,47.0,100.0,26.0,0.3671437371720727,36.0,31.0,3.08,17.99,0.94,15.92
