dataset,GID_1,NAME_1,GID_2,NAME_2,POPESTIMATE2015,1km_population,pop_error,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_lived_cells,5km_lived_density,5km_gini_index,5km_arithmetic_pwd,5km_geometric_pwd,10km_lived_cells,10km_lived_density,10km_gini_index,10km_arithmetic_pwd,10km_geometric_pwd,5km_pop_error,10km_pop_error,5km_area_error,10km_area_error
ghs,USA.34_1,North Carolina,USA.34.32_1,Durham,300793.0,289041.0,4.0,758.0,83.0,459.0,0.697641826842075,381.0,1226.0,939.0,95.0,378.0,0.6416454818595393,844.0,669.0,100.0,411.0,0.5468162550942587,700.0,603.0,0.19,6.87,1.45,13.59
gpw,USA.34_1,North Carolina,USA.34.32_1,Durham,300793.0,289690.0,4.0,758.0,94.0,405.0,0.6797877752951725,382.0,1185.0,885.0,96.0,377.0,0.6377939776216095,838.0,663.0,100.0,411.0,0.5452677996621881,699.0,601.0,0.16,6.97,1.45,13.59
worldpop,USA.34_1,North Carolina,USA.34.32_1,Durham,300793.0,289379.0,4.0,761.0,94.0,406.0,0.6882481654383121,380.0,1216.0,904.0,95.0,375.0,0.6454153149986679,843.0,663.0,100.0,410.0,0.5437638289436301,701.0,599.0,0.17,6.91,1.45,13.67
landscan,USA.34_1,North Carolina,USA.34.32_1,Durham,300793.0,313008.0,4.0,758.0,89.0,464.0,0.7000629409413296,413.0,1517.0,1041.0,100.0,417.0,0.6388372498828181,959.0,757.0,100.0,442.0,0.573151557515742,801.0,683.0,1.26,7.68,0.26,13.72
ghs,USA.34_1,North Carolina,USA.34.33_1,Edgecombe,53743.0,56892.0,6.0,1308.0,58.0,74.0,0.8539289870421723,43.0,477.0,243.0,95.0,44.0,0.68879363670579,188.0,106.0,100.0,47.0,0.6250533554248259,151.0,90.0,0.27,1.91,1.68,9.48
gpw,USA.34_1,North Carolina,USA.34.33_1,Edgecombe,53743.0,56888.0,6.0,1308.0,91.0,48.0,0.7688841558587384,43.0,454.0,183.0,97.0,44.0,0.6781555447631837,185.0,103.0,100.0,47.0,0.6166923113477302,152.0,89.0,0.26,2.08,1.68,9.48
worldpop,USA.34_1,North Carolina,USA.34.33_1,Edgecombe,53743.0,57175.0,6.0,1314.0,87.0,50.0,0.786906997483533,44.0,454.0,193.0,96.0,44.0,0.683073023177889,191.0,105.0,100.0,47.0,0.6182008113348906,156.0,91.0,0.26,2.12,1.98,9.82
landscan,USA.34_1,North Carolina,USA.34.33_1,Edgecombe,53743.0,57759.0,7.0,1308.0,60.0,73.0,0.8797186622042572,44.0,613.0,313.0,98.0,46.0,0.7272663464183434,238.0,132.0,100.0,48.0,0.6614484607069012,160.0,100.0,0.22,1.44,3.13,9.79
ghs,USA.34_1,North Carolina,USA.34.34_1,Forsyth,367365.0,369332.0,1.0,1053.0,94.0,374.0,0.5881176552204165,351.0,838.0,639.0,99.0,358.0,0.5363461647021057,624.0,510.0,100.0,373.0,0.4767726085365112,567.0,490.0,1.78,10.88,3.7,16.24
gpw,USA.34_1,North Carolina,USA.34.34_1,Forsyth,367365.0,369195.0,0.0,1053.0,100.0,351.0,0.5615134751035342,350.0,807.0,598.0,100.0,358.0,0.5337586243465671,620.0,507.0,100.0,373.0,0.4749043953164831,565.0,488.0,1.76,10.81,3.7,16.24
worldpop,USA.34_1,North Carolina,USA.34.34_1,Forsyth,367365.0,368421.0,0.0,1053.0,100.0,350.0,0.5722652830798632,350.0,819.0,610.0,100.0,357.0,0.5358740851835152,620.0,507.0,100.0,373.0,0.4769159639506823,564.0,487.0,1.79,10.79,3.61,16.24
landscan,USA.34_1,North Carolina,USA.34.34_1,Forsyth,367365.0,384831.0,5.0,1053.0,98.0,373.0,0.6532899880772364,365.0,1623.0,835.0,99.0,379.0,0.6026803997683187,870.0,629.0,100.0,392.0,0.5212174184824472,654.0,554.0,1.76,10.22,5.22,16.24
ghs,USA.34_1,North Carolina,USA.34.35_1,Franklin,63668.0,67182.0,6.0,1263.0,74.0,72.0,0.7396079984497381,53.0,238.0,154.0,95.0,54.0,0.5050748687580027,96.0,73.0,96.0,54.0,0.4302405926150279,73.0,64.0,0.3,0.3,1.03,1.03
gpw,USA.34_1,North Carolina,USA.34.35_1,Franklin,63668.0,67183.0,6.0,1263.0,100.0,53.0,0.52787777445956,53.0,161.0,91.0,95.0,54.0,0.4858790587368255,93.0,71.0,96.0,54.0,0.4256276043224897,73.0,64.0,0.37,0.37,1.03,1.03
worldpop,USA.34_1,North Carolina,USA.34.35_1,Franklin,63668.0,67309.0,6.0,1264.0,99.0,54.0,0.5636419416728381,53.0,177.0,98.0,96.0,54.0,0.4923491591990158,100.0,73.0,100.0,54.0,0.402775241382761,73.0,64.0,0.41,0.41,1.11,1.11
landscan,USA.34_1,North Carolina,USA.34.35_1,Franklin,63668.0,56552.0,11.0,1263.0,77.0,58.0,0.7506631525172326,45.0,343.0,152.0,100.0,46.0,0.5401147529360578,102.0,71.0,100.0,45.0,0.4742574502954306,68.0,57.0,0.26,0.26,2.06,1.27
ghs,USA.34_1,North Carolina,USA.34.36_1,Gaston,212919.0,211741.0,1.0,934.0,94.0,241.0,0.6142405494012012,227.0,603.0,440.0,100.0,233.0,0.4878962609323602,407.0,321.0,100.0,233.0,0.4044758425684089,324.0,281.0,1.31,1.31,3.96,3.96
gpw,USA.34_1,North Carolina,USA.34.36_1,Gaston,212919.0,211837.0,1.0,934.0,99.0,228.0,0.5620892796960164,227.0,564.0,394.0,98.0,233.0,0.4833891131168775,404.0,318.0,100.0,233.0,0.4057542411899418,324.0,281.0,1.52,1.52,3.96,3.96
worldpop,USA.34_1,North Carolina,USA.34.36_1,Gaston,212919.0,211003.0,1.0,932.0,99.0,228.0,0.5794044252424471,226.0,576.0,405.0,97.0,232.0,0.4865432064953389,403.0,318.0,100.0,232.0,0.4055269990884033,324.0,281.0,1.43,1.43,3.76,3.76
landscan,USA.34_1,North Carolina,USA.34.36_1,Gaston,212919.0,204521.0,4.0,934.0,92.0,237.0,0.6755986310133775,219.0,754.0,507.0,100.0,231.0,0.5470310264802599,468.0,353.0,100.0,226.0,0.4583019675849736,354.0,293.0,0.95,0.95,6.0,3.85
ghs,USA.34_1,North Carolina,USA.34.37_1,Gates,11531.0,13002.0,13.0,895.0,45.0,32.0,0.8419010893869182,15.0,123.0,71.0,85.0,15.0,0.5928446966920043,27.0,22.0,89.0,15.0,0.5491897028314244,22.0,19.0,0.0,0.0,0.22,0.22
gpw,USA.34_1,North Carolina,USA.34.37_1,Gates,11531.0,12901.0,12.0,895.0,84.0,17.0,0.5819180336689812,14.0,45.0,27.0,91.0,15.0,0.5397200995331393,24.0,20.0,94.0,14.0,0.506235966913772,20.0,18.0,0.0,0.0,0.22,0.22
worldpop,USA.34_1,North Carolina,USA.34.37_1,Gates,11531.0,12869.0,12.0,887.0,74.0,20.0,0.6612512606996725,15.0,64.0,34.0,93.0,15.0,0.5175421287615058,25.0,21.0,93.0,16.0,0.4114465369119003,20.0,18.0,0.03,0.39,1.24,8.12
landscan,USA.34_1,North Carolina,USA.34.37_1,Gates,11531.0,10470.0,9.0,889.0,55.0,21.0,0.8153086560084293,12.0,111.0,54.0,90.0,12.0,0.6010317278273377,26.0,20.0,94.0,12.0,0.5566859729331529,19.0,16.0,0.01,0.01,0.0,1.12
ghs,USA.34_1,North Carolina,USA.34.38_1,Graham,8588.0,9270.0,8.0,775.0,39.0,30.0,0.880348420355741,12.0,178.0,85.0,73.0,14.0,0.799924741495925,68.0,36.0,93.0,13.0,0.6288218426493442,33.0,23.0,0.08,0.49,1.16,1.68
gpw,USA.34_1,North Carolina,USA.34.38_1,Graham,8588.0,9248.0,8.0,775.0,63.0,19.0,0.6867240387187935,12.0,66.0,32.0,85.0,13.0,0.6907421671328263,39.0,24.0,93.0,13.0,0.5612706602902634,26.0,20.0,0.28,0.27,1.16,1.68
worldpop,USA.34_1,North Carolina,USA.34.38_1,Graham,8588.0,9206.0,7.0,774.0,60.0,20.0,0.723842503314642,12.0,72.0,35.0,84.0,14.0,0.7142539647899179,41.0,25.0,90.0,13.0,0.5829768812268851,29.0,21.0,0.22,25.23,1.03,26.74
landscan,USA.34_1,North Carolina,USA.34.38_1,Graham,8588.0,8253.0,4.0,775.0,34.0,31.0,0.9012741082362646,11.0,215.0,95.0,67.0,14.0,0.8163914561392912,90.0,41.0,87.0,12.0,0.6734008375816232,38.0,24.0,0.02,0.68,0.77,1.42
ghs,USA.34_1,North Carolina,USA.34.39_1,Granville,58162.0,63217.0,9.0,1374.0,73.0,63.0,0.7935769490404249,46.0,376.0,182.0,95.0,46.0,0.6077099429297683,130.0,83.0,100.0,46.0,0.5139066603579676,90.0,68.0,1.17,1.17,0.44,0.44
gpw,USA.34_1,North Carolina,USA.34.39_1,Granville,58162.0,64626.0,11.0,1374.0,99.0,48.0,0.6618838088047118,47.0,306.0,127.0,95.0,47.0,0.5946659328867072,139.0,84.0,100.0,47.0,0.5003990299250491,91.0,69.0,1.18,1.18,0.44,0.44
worldpop,USA.34_1,North Carolina,USA.34.39_1,Granville,58162.0,65076.0,12.0,1381.0,97.0,48.0,0.6841622410689466,47.0,334.0,137.0,92.0,47.0,0.6071285012780945,143.0,85.0,100.0,47.0,0.4999165176866549,92.0,69.0,1.77,1.77,0.51,0.51
landscan,USA.34_1,North Carolina,USA.34.39_1,Granville,58162.0,57338.0,1.0,1374.0,71.0,59.0,0.8370904671726529,42.0,534.0,232.0,100.0,42.0,0.6588739504070731,178.0,98.0,100.0,42.0,0.5851036269183412,111.0,74.0,0.7,0.7,1.75,0.29
ghs,USA.34_1,North Carolina,USA.34.40_1,Greene,20950.0,22305.0,6.0,682.0,67.0,49.0,0.7582219959128397,33.0,259.0,113.0,92.0,33.0,0.5363333335792226,65.0,47.0,100.0,33.0,0.4695904068272474,48.0,40.0,1.17,11.87,1.17,11.58
gpw,USA.34_1,North Carolina,USA.34.40_1,Greene,20950.0,22380.0,7.0,682.0,100.0,33.0,0.5566264458895674,33.0,169.0,65.0,92.0,33.0,0.5166126921137483,62.0,45.0,100.0,33.0,0.4536498433564924,47.0,40.0,1.2,11.95,1.17,11.58
worldpop,USA.34_1,North Carolina,USA.34.40_1,Greene,20950.0,22373.0,7.0,686.0,98.0,33.0,0.6026442316455441,33.0,202.0,73.0,96.0,33.0,0.5205210150833661,62.0,45.0,100.0,33.0,0.4517473579326922,47.0,40.0,1.06,11.42,1.17,11.37
landscan,USA.34_1,North Carolina,USA.34.40_1,Greene,20950.0,19311.0,8.0,682.0,66.0,43.0,0.8227103977768582,28.0,400.0,151.0,98.0,29.0,0.5924814337415765,95.0,54.0,100.0,29.0,0.539653600695441,52.0,41.0,1.01,9.11,2.79,11.29
ghs,USA.34_1,North Carolina,USA.34.41_1,Guilford,517053.0,520077.0,1.0,1692.0,92.0,334.0,0.6879180405907016,307.0,1033.0,732.0,100.0,313.0,0.5825296393620418,760.0,560.0,100.0,313.0,0.5259215661705798,659.0,505.0,0.84,0.84,2.66,2.66
gpw,USA.34_1,North Carolina,USA.34.41_1,Guilford,517053.0,519672.0,1.0,1692.0,99.0,310.0,0.6651359943561035,307.0,1018.0,691.0,100.0,313.0,0.5792083691762323,758.0,557.0,100.0,313.0,0.5241411129927732,658.0,503.0,0.83,0.83,2.66,2.66
worldpop,USA.34_1,North Carolina,USA.34.41_1,Guilford,517053.0,519420.0,0.0,1690.0,99.0,311.0,0.6726965973382504,307.0,1032.0,705.0,100.0,314.0,0.5795951666174101,757.0,557.0,100.0,314.0,0.5239536515576346,657.0,504.0,0.78,0.78,2.78,2.78
landscan,USA.34_1,North Carolina,USA.34.41_1,Guilford,517053.0,551191.0,7.0,1692.0,98.0,333.0,0.7221551103937462,326.0,1656.0,913.0,100.0,338.0,0.6202649476122403,921.0,662.0,100.0,334.0,0.5595649186997776,743.0,577.0,0.57,0.57,4.2,2.9
ghs,USA.34_1,North Carolina,USA.34.42_1,Halifax,52182.0,52851.0,1.0,1910.0,51.0,54.0,0.8856725458380788,28.0,449.0,213.0,87.0,28.0,0.7710386901355851,254.0,99.0,95.0,28.0,0.6589889948668113,203.0,74.0,0.05,0.05,0.47,0.47
gpw,USA.34_1,North Carolina,USA.34.42_1,Halifax,52182.0,52940.0,1.0,1910.0,85.0,32.0,0.7892577483700737,28.0,401.0,141.0,91.0,28.0,0.7457734360904534,248.0,93.0,97.0,28.0,0.6508005534345037,202.0,73.0,0.05,0.05,0.47,0.47
worldpop,USA.34_1,North Carolina,USA.34.42_1,Halifax,52182.0,52640.0,1.0,1913.0,81.0,34.0,0.8068537656547891,28.0,428.0,153.0,93.0,28.0,0.7504601147468322,247.0,94.0,97.0,28.0,0.6564772362044182,200.0,73.0,0.04,0.04,0.52,0.52
landscan,USA.34_1,North Carolina,USA.34.42_1,Halifax,52182.0,52966.0,2.0,1910.0,53.0,53.0,0.9073380869427682,28.0,558.0,270.0,92.0,29.0,0.7815964870542839,312.0,116.0,95.0,28.0,0.6795249780461046,244.0,83.0,0.1,0.1,1.47,0.42
ghs,USA.34_1,North Carolina,USA.34.43_1,Harnett,128034.0,127521.0,0.0,1546.0,75.0,110.0,0.7315443198022332,83.0,392.0,238.0,94.0,83.0,0.5467479380381138,181.0,127.0,100.0,84.0,0.4482769032440197,126.0,104.0,0.11,5.55,0.71,7.63
gpw,USA.34_1,North Carolina,USA.34.43_1,Harnett,128034.0,127450.0,0.0,1546.0,98.0,84.0,0.5810851423816085,82.0,299.0,162.0,95.0,83.0,0.5179044560916756,167.0,119.0,100.0,83.0,0.4432433684268741,121.0,102.0,0.14,6.75,0.71,7.63
worldpop,USA.34_1,North Carolina,USA.34.43_1,Harnett,128034.0,127161.0,1.0,1546.0,98.0,84.0,0.6259630439251777,82.0,347.0,182.0,95.0,83.0,0.5333331964781544,175.0,123.0,100.0,84.0,0.4490103708953746,124.0,103.0,0.12,5.78,0.58,7.5
landscan,USA.34_1,North Carolina,USA.34.43_1,Harnett,128034.0,110670.0,14.0,1546.0,76.0,94.0,0.7780754065714606,72.0,554.0,268.0,99.0,74.0,0.5784083080553868,195.0,126.0,100.0,72.0,0.4780963744213702,116.0,93.0,0.11,6.47,2.78,7.57
ghs,USA.34_1,North Carolina,USA.34.44_1,Haywood,59646.0,61010.0,2.0,1421.0,45.0,96.0,0.8622366030462378,43.0,355.0,233.0,67.0,56.0,0.7950761279256866,162.0,122.0,84.0,46.0,0.7504203765099029,112.0,93.0,0.0,0.0,0.07,0.07
gpw,USA.34_1,North Carolina,USA.34.44_1,Haywood,59646.0,61035.0,2.0,1421.0,75.0,58.0,0.7534843747074567,43.0,267.0,141.0,79.0,51.0,0.753496471729293,143.0,103.0,97.0,43.0,0.7277015409103462,107.0,86.0,0.0,0.0,0.07,0.07
worldpop,USA.34_1,North Carolina,USA.34.44_1,Haywood,59646.0,60845.0,2.0,1421.0,70.0,61.0,0.7752261586180156,43.0,276.0,151.0,78.0,50.0,0.7666370810828407,149.0,108.0,93.0,47.0,0.6978301125022305,109.0,88.0,0.0,0.33,0.07,6.33
landscan,USA.34_1,North Carolina,USA.34.44_1,Haywood,59646.0,56990.0,4.0,1421.0,46.0,87.0,0.8779656593635309,40.0,491.0,262.0,77.0,51.0,0.8090859546034661,185.0,130.0,83.0,44.0,0.771924806800212,126.0,96.0,0.0,0.0,1.62,0.42
ghs,USA.34_1,North Carolina,USA.34.45_1,Henderson,111847.0,114762.0,3.0,966.0,78.0,152.0,0.7041111658304622,119.0,424.0,300.0,94.0,124.0,0.6179861109157592,278.0,207.0,100.0,127.0,0.5612717470540874,223.0,184.0,0.18,1.79,1.86,8.39
gpw,USA.34_1,North Carolina,USA.34.45_1,Henderson,111847.0,114884.0,3.0,966.0,93.0,127.0,0.6252333992688224,119.0,366.0,242.0,97.0,122.0,0.6057931114100362,271.0,200.0,100.0,128.0,0.5578533927906987,220.0,182.0,0.22,1.83,1.86,8.39
worldpop,USA.34_1,North Carolina,USA.34.45_1,Henderson,111847.0,113992.0,2.0,966.0,93.0,127.0,0.6396859356545794,118.0,377.0,249.0,98.0,121.0,0.6078087804296466,273.0,202.0,100.0,127.0,0.5633838843063459,222.0,183.0,0.27,1.93,1.97,8.9
landscan,USA.34_1,North Carolina,USA.34.45_1,Henderson,111847.0,106455.0,5.0,966.0,79.0,140.0,0.7467968015533332,110.0,581.0,338.0,92.0,122.0,0.667450319018074,341.0,229.0,89.0,127.0,0.6121999274017523,244.0,191.0,0.09,1.36,3.83,8.28
ghs,USA.34_1,North Carolina,USA.34.46_1,Hertford,24373.0,25429.0,4.0,915.0,50.0,55.0,0.8594293537352306,28.0,337.0,163.0,86.0,30.0,0.6953236970693395,105.0,62.0,93.0,27.0,0.588096622939052,48.0,39.0,3.41,29.4,4.7,26.89
gpw,USA.34_1,North Carolina,USA.34.46_1,Hertford,24373.0,25383.0,4.0,915.0,89.0,31.0,0.7256525701024217,28.0,265.0,97.0,94.0,28.0,0.6583706575567969,98.0,57.0,93.0,27.0,0.5734091261980059,45.0,37.0,3.32,30.19,4.7,26.89
worldpop,USA.34_1,North Carolina,USA.34.46_1,Hertford,24373.0,25408.0,4.0,920.0,81.0,34.0,0.7691463525474184,28.0,301.0,114.0,94.0,28.0,0.67736563303064,103.0,59.0,93.0,27.0,0.5878363729584122,47.0,38.0,3.06,29.39,4.67,26.85
landscan,USA.34_1,North Carolina,USA.34.46_1,Hertford,24373.0,25492.0,5.0,915.0,60.0,47.0,0.8837106052623582,28.0,607.0,239.0,95.0,29.0,0.7508209579275179,151.0,84.0,93.0,26.0,0.6205441632338979,52.0,41.0,2.08,31.32,5.25,26.78
ghs,USA.34_1,North Carolina,USA.34.47_1,Hoke,52739.0,54652.0,4.0,1010.0,49.0,110.0,0.8515208347927946,54.0,419.0,273.0,74.0,70.0,0.720199505741136,188.0,132.0,89.0,61.0,0.6560218744379004,152.0,113.0,0.53,3.95,1.49,6.34
gpw,USA.34_1,North Carolina,USA.34.47_1,Hoke,52739.0,54672.0,4.0,1010.0,65.0,84.0,0.7915015017408519,54.0,338.0,202.0,78.0,67.0,0.7136325468108948,186.0,130.0,94.0,56.0,0.6522754883814359,151.0,112.0,0.53,3.92,1.49,6.34
worldpop,USA.34_1,North Carolina,USA.34.47_1,Hoke,52739.0,54287.0,3.0,1008.0,63.0,86.0,0.8090202467715768,54.0,371.0,219.0,77.0,68.0,0.715296523439258,185.0,130.0,94.0,56.0,0.6563748810176917,150.0,112.0,0.45,4.02,1.39,6.25
landscan,USA.34_1,North Carolina,USA.34.47_1,Hoke,52739.0,44153.0,16.0,1010.0,53.0,82.0,0.8738078477845383,44.0,500.0,275.0,91.0,45.0,0.7479782174096828,199.0,122.0,94.0,46.0,0.6709735100946239,124.0,96.0,0.29,3.03,3.17,6.34
ghs,USA.34_1,North Carolina,USA.34.48_1,Hyde,5426.0,5542.0,2.0,1763.0,13.0,24.0,0.9525249272062776,3.0,166.0,60.0,46.0,6.0,0.8704502754888946,29.0,15.0,61.0,3.0,0.7732295668297574,9.0,6.0,0.07,13.66,0.11,0.68
gpw,USA.34_1,North Carolina,USA.34.48_1,Hyde,5426.0,5523.0,2.0,1763.0,26.0,11.0,0.864590182962633,3.0,127.0,26.0,62.0,4.0,0.8214829121509946,26.0,12.0,75.0,3.0,0.7368550404183815,8.0,6.0,0.02,13.29,0.11,0.68
worldpop,USA.34_1,North Carolina,USA.34.48_1,Hyde,5426.0,5464.0,1.0,1634.0,22.0,14.0,0.903373384878316,3.0,128.0,36.0,62.0,4.0,0.8359774131223823,25.0,13.0,79.0,3.0,0.741537040528917,9.0,6.0,0.02,12.48,7.83,7.22
landscan,USA.34_1,North Carolina,USA.34.48_1,Hyde,5426.0,5533.0,2.0,1755.0,14.0,22.0,0.9623880374925844,3.0,258.0,86.0,54.0,5.0,0.8579183114178925,36.0,16.0,69.0,3.0,0.7420120009483443,7.0,6.0,0.6,17.82,1.31,0.17
ghs,USA.34_1,North Carolina,USA.34.49_1,Iredell,169453.0,177904.0,5.0,1503.0,84.0,141.0,0.7065738487157238,118.0,474.0,305.0,100.0,118.0,0.588443167633824,280.0,196.0,100.0,112.0,0.5998454247327044,231.0,171.0,1.85,8.95,2.0,3.93
gpw,USA.34_1,North Carolina,USA.34.49_1,Iredell,169453.0,177758.0,5.0,1503.0,100.0,119.0,0.618928291948213,118.0,428.0,247.0,100.0,118.0,0.5765254893985474,275.0,192.0,100.0,112.0,0.5941986917304409,230.0,171.0,1.82,8.68,2.0,3.93
worldpop,USA.34_1,North Carolina,USA.34.49_1,Iredell,169453.0,177471.0,5.0,1505.0,100.0,118.0,0.6344637949801044,118.0,446.0,256.0,99.0,118.0,0.5846795278477163,277.0,193.0,100.0,113.0,0.5963109632280966,230.0,171.0,1.75,8.8,1.4,4.65
landscan,USA.34_1,North Carolina,USA.34.49_1,Iredell,169453.0,165956.0,2.0,1503.0,90.0,122.0,0.7431977922040318,110.0,637.0,342.0,99.0,112.0,0.6479225408876332,336.0,218.0,96.0,106.0,0.6535501115680116,254.0,182.0,1.69,8.23,0.33,4.06
ghs,USA.34_1,North Carolina,USA.34.50_1,Jackson,41305.0,43470.0,5.0,1272.0,69.0,49.0,0.8225835944876126,34.0,474.0,177.0,90.0,35.0,0.7277296791732021,140.0,82.0,96.0,35.0,0.6650779142450609,80.0,60.0,0.18,0.18,1.89,1.89
gpw,USA.34_1,North Carolina,USA.34.50_1,Jackson,41305.0,43705.0,6.0,1272.0,84.0,41.0,0.6869181805371223,34.0,296.0,97.0,92.0,35.0,0.672337894656795,115.0,70.0,96.0,35.0,0.6280753769855264,73.0,56.0,0.2,0.2,1.89,1.89
worldpop,USA.34_1,North Carolina,USA.34.50_1,Jackson,41305.0,43635.0,6.0,1275.0,81.0,42.0,0.7180545717802085,34.0,312.0,107.0,93.0,35.0,0.6898320032204884,124.0,73.0,96.0,35.0,0.6363047081864137,75.0,57.0,0.17,0.17,1.8,1.8
landscan,USA.34_1,North Carolina,USA.34.50_1,Jackson,41305.0,42375.0,3.0,1272.0,58.0,58.0,0.8771181409824617,33.0,885.0,274.0,93.0,35.0,0.7764043590761837,210.0,109.0,100.0,34.0,0.6985722541452758,91.0,66.0,0.12,0.12,3.46,1.73
ghs,USA.34_1,North Carolina,USA.34.51_1,Johnston,185104.0,196621.0,6.0,2047.0,81.0,119.0,0.7058535497723972,96.0,397.0,250.0,96.0,97.0,0.5287264861060078,190.0,143.0,100.0,100.0,0.4697959018496986,164.0,134.0,0.34,2.41,0.93,6.69
gpw,USA.34_1,North Carolina,USA.34.51_1,Johnston,185104.0,196784.0,6.0,2047.0,97.0,99.0,0.5876873967881419,96.0,319.0,186.0,97.0,97.0,0.5209109353848347,188.0,141.0,100.0,101.0,0.4641156809733543,163.0,133.0,0.35,2.43,0.93,6.69
worldpop,USA.34_1,North Carolina,USA.34.51_1,Johnston,185104.0,196376.0,6.0,2048.0,97.0,99.0,0.6151362344083433,96.0,342.0,198.0,96.0,96.0,0.5280453507521683,189.0,141.0,100.0,100.0,0.4659173184017985,163.0,134.0,0.34,2.45,0.88,6.69
landscan,USA.34_1,North Carolina,USA.34.51_1,Johnston,185104.0,167413.0,10.0,2047.0,86.0,95.0,0.7344373359836336,82.0,510.0,256.0,99.0,85.0,0.5838820624300927,210.0,142.0,100.0,86.0,0.5252577847678428,168.0,127.0,0.23,1.74,2.83,6.4
ghs,USA.34_1,North Carolina,USA.34.52_1,Jones,9777.0,10099.0,3.0,1207.0,31.0,27.0,0.8887837024033812,8.0,112.0,59.0,71.0,11.0,0.6660236214530861,31.0,18.0,86.0,9.0,0.5395755253769282,25.0,13.0,0.68,1.67,0.33,2.49
gpw,USA.34_1,North Carolina,USA.34.52_1,Jones,9777.0,10113.0,3.0,1207.0,65.0,13.0,0.6947426055927635,8.0,85.0,25.0,87.0,9.0,0.592340619973252,28.0,15.0,96.0,9.0,0.4958262796692162,24.0,12.0,0.33,1.43,0.33,2.49
worldpop,USA.34_1,North Carolina,USA.34.52_1,Jones,9777.0,10133.0,4.0,1213.0,55.0,15.0,0.7604592013180629,8.0,94.0,31.0,85.0,9.0,0.6172876582856832,27.0,15.0,96.0,9.0,0.51988481724628,22.0,12.0,0.03,1.17,0.16,2.47
landscan,USA.34_1,North Carolina,USA.34.52_1,Jones,9777.0,9185.0,6.0,1207.0,37.0,20.0,0.8967357155335381,8.0,142.0,64.0,89.0,8.0,0.6936850685454485,39.0,18.0,100.0,8.0,0.5866068456829631,32.0,13.0,0.84,1.81,1.91,2.49
ghs,USA.34_1,North Carolina,USA.34.53_1,Lee,59371.0,62533.0,5.0,673.0,77.0,120.0,0.7395476798615154,93.0,428.0,271.0,89.0,93.0,0.6519780441569537,259.0,164.0,100.0,100.0,0.556392596724116,154.0,131.0,1.68,7.28,1.93,13.67
gpw,USA.34_1,North Carolina,USA.34.53_1,Lee,59371.0,62349.0,5.0,673.0,99.0,94.0,0.636477575150133,93.0,386.0,209.0,89.0,93.0,0.6502464699759782,258.0,162.0,100.0,99.0,0.564329976137937,155.0,132.0,1.4,7.73,1.93,13.67
worldpop,USA.34_1,North Carolina,USA.34.53_1,Lee,59371.0,62154.0,5.0,672.0,98.0,94.0,0.6606072014648834,93.0,399.0,220.0,90.0,93.0,0.6468488685670111,261.0,163.0,100.0,99.0,0.5642957920374593,156.0,132.0,1.39,7.49,1.93,13.69
landscan,USA.34_1,North Carolina,USA.34.53_1,Lee,59371.0,61766.0,4.0,673.0,80.0,115.0,0.7941117029264896,92.0,675.0,362.0,100.0,94.0,0.6695799399936543,293.0,193.0,100.0,101.0,0.6018537400392745,183.0,148.0,1.04,4.73,3.86,13.67
ghs,USA.34_1,North Carolina,USA.34.54_1,Lenoir,57981.0,58697.0,1.0,1050.0,69.0,81.0,0.7905362665893301,56.0,405.0,215.0,95.0,56.0,0.6213437759318525,200.0,106.0,95.0,56.0,0.6035687614372863,108.0,81.0,0.0,0.0,0.29,0.29
gpw,USA.34_1,North Carolina,USA.34.54_1,Lenoir,57981.0,58829.0,1.0,1050.0,98.0,57.0,0.6852633355653565,56.0,376.0,162.0,97.0,56.0,0.612530638546997,196.0,104.0,95.0,56.0,0.5986242340624386,107.0,80.0,0.05,0.05,0.29,0.29
worldpop,USA.34_1,North Carolina,USA.34.54_1,Lenoir,57981.0,58785.0,1.0,1046.0,95.0,59.0,0.7103232979153131,56.0,382.0,172.0,96.0,56.0,0.6255748493162107,202.0,106.0,100.0,56.0,0.5938735811787764,111.0,81.0,0.03,0.03,0.1,0.1
landscan,USA.34_1,North Carolina,USA.34.54_1,Lenoir,57981.0,61542.0,6.0,1050.0,73.0,80.0,0.8263866501913564,59.0,567.0,284.0,97.0,60.0,0.6781068991838154,253.0,135.0,100.0,59.0,0.6294439260003942,135.0,95.0,0.0,0.0,1.9,0.29
ghs,USA.34_1,North Carolina,USA.34.55_1,Lincoln,80607.0,85868.0,7.0,793.0,90.0,120.0,0.6095659345867175,108.0,294.0,210.0,100.0,109.0,0.4062112627098326,168.0,137.0,100.0,109.0,0.3598681106193974,147.0,128.0,3.07,3.07,2.77,2.77
gpw,USA.34_1,North Carolina,USA.34.55_1,Lincoln,80607.0,86141.0,7.0,793.0,99.0,109.0,0.4741161863476278,109.0,236.0,162.0,100.0,109.0,0.3873570979517007,164.0,134.0,100.0,109.0,0.3495091431433623,144.0,127.0,2.99,2.99,2.77,2.77
worldpop,USA.34_1,North Carolina,USA.34.55_1,Lincoln,80607.0,85558.0,6.0,789.0,100.0,109.0,0.4999248510536808,108.0,250.0,169.0,98.0,108.0,0.389300916125504,162.0,133.0,100.0,103.0,0.2750259895848208,134.0,120.0,2.73,48.92,3.3,46.13
